lakeid,year4,daynum,sampledate,sta,nsnow,avsnow,sdsnow,wlevel,totice,nice,whiteice,blueice,lat,lon
TB,1991,51,2/20/1991,1,10,12.5,,1,39,1,11,28,46.041136,-89.686269
TB,1991,80,3/21/1991,1,1,0,,0,47,1,15,32,46.041136,-89.686269
TB,1992,15,1/15/1992,1,10,14.9,,0,26,1,14,12,46.041136,-89.686269
TB,1992,57,2/26/1992,1,10,31,,-2,40,1,28,12,46.041136,-89.686269
TB,1992,83,3/23/1992,1,10,5.2,,3,44,1,3,41,46.041136,-89.686269
TB,1993,14,1/14/1993,1,10,16.5,,1,29.5,1,17,12.5,46.041136,-89.686269
TB,1993,55,2/24/1993,1,10,10.2,,2.5,49,1,32,17,46.041136,-89.686269
TB,1993,82,3/23/1993,1,10,8.5,,5,50.5,1,31.5,19,46.041136,-89.686269
TB,1994,17,1/17/1994,1,10,13.1,,-13,20,1,6,14,46.041136,-89.686269
TB,1994,55,2/24/1994,1,10,2.7,,5,46,1,26,20,46.041136,-89.686269
TB,1994,87,3/28/1994,1,10,11,,0,36,1,17,19,46.041136,-89.686269
TB,1995,12,1/12/1995,1,10,6.3,,0.5,31,1,3.5,27.5,46.041136,-89.686269
TB,1995,45,2/14/1995,1,10,16,,0,36.5,1,5,31.5,46.041136,-89.686269
TB,1995,79,3/20/1995,1,10,2.8,,1.5,36,1,31,5,46.041136,-89.686269
TB,1995,313,11/9/1995,1,10,,,,2.5,1,0,2.5,46.041136,-89.686269
TB,1996,17,1/17/1996,1,10,24.8,,-2,28,1,5,23,46.041136,-89.686269
TB,1996,52,2/21/1996,1,10,15.3,,1,50,1,7,43,46.041136,-89.686269
TB,1996,93,4/2/1996,1,10,29.3,,-11,57,1,26,31,46.041136,-89.686269
TB,1997,21,1/21/1997,1,10,18.3,,0.5,44,1,29,15,46.041136,-89.686269
TB,1997,49,2/18/1997,1,10,16.2,,0,55,1,39,16,46.041136,-89.686269
TB,1997,83,3/24/1997,1,10,24.4,,0,57,1,57,0,46.041136,-89.686269
TB,1998,19,1/19/1998,1,10,24.4,,-12,21,1,6,15,46.041136,-89.686269
TB,1998,49,2/18/1998,1,10,2.5,,1,39,1,22,17,46.041136,-89.686269
TB,1998,75,3/16/1998,1,10,6.5,,2,34,1,21,13,46.041136,-89.686269
TB,1999,22,1/22/1999,1,10,21.1,,-1,30,1,9,21,46.041136,-89.686269
TB,1999,55,2/24/1999,1,10,16.4,,2,44,1,44,0,46.041136,-89.686269
TB,1999,82,3/23/1999,1,10,4.2,,3,43,1,33,10,46.041136,-89.686269
TB,2000,27,1/27/2000,1,10,16.1,,0,27,1,12,15,46.041136,-89.686269
TB,2000,52,2/21/2000,1,10,28.4,,-14,21,1,14,7,46.041136,-89.686269
TB,2001,24,1/24/2001,1,10,13.5,,-12,23,1,9,14,46.041136,-89.686269
TB,2001,50,2/19/2001,1,10,22.1,,0,38,1,27,11,46.041136,-89.686269
TB,2001,93,4/3/2001,1,10,3.9,,3,47,1,39,8,46.041136,-89.686269
TB,2002,17,1/17/2002,1,10,11,,2,17,1,0,17,46.041136,-89.686269
TB,2002,65,3/6/2002,1,10,7.8,,2,38,1,18,20,46.041136,-89.686269
TB,2002,102,4/12/2002,1,1,0,,5,51,1,27,24,46.041136,-89.686269
TB,2003,35,2/4/2003,1,10,29.8,,0,41,1,5,36,46.041136,-89.686269
TB,2003,51,2/20/2003,1,10,20.6,,-2,42,1,5,37,46.041136,-89.686269
TB,2003,92,4/2/2003,1,10,1.6,,2,40,1,2,38,46.041136,-89.686269
TB,2004,21,1/21/2004,1,10,22,,-2,32,1,11,21,46.041136,-89.686269
TB,2004,50,2/19/2004,1,10,16.6,,1,50,1,28,22,46.041136,-89.686269
TB,2004,89,3/29/2004,1,10,3.9,,2,54,1,28,26,46.041136,-89.686269
TB,2005,20,1/20/2005,1,10,25,,-1,31,1,15,16,46.041136,-89.686269
TB,2005,46,2/15/2005,1,10,12.2,,3,42,1,25,17,46.041136,-89.686269
TB,2005,90,3/31/2005,1,10,1.3,,2,44,1,20,24,46.041136,-89.686269
TB,2006,12,1/12/2006,1,10,8.6,,0,26,1,21,5,46.041136,-89.686269
TB,2006,53,2/22/2006,1,10,15.1,,2,38,1,38,0,46.041136,-89.686269
TB,2006,88,3/29/2006,1,10,0.5,,3,47,1,47,0,46.041136,-89.686269
TB,2007,23,1/23/2007,1,10,10.6,,1,28,1,12,16,46.041136,-89.686269
TB,2007,52,2/21/2007,1,10,13.3,,2,36,1,13,23,46.041136,-89.686269
TB,2007,86,3/27/2007,1,1,0,,0,25,1,2,23,46.041136,-89.686269
TB,2008,28,1/28/2008,1,10,14.7,,0,34,1,19,15,46.041136,-89.686269
TB,2008,56,2/25/2008,1,10,22.2,,-1,42,1,23,19,46.041136,-89.686269
TB,2008,87,3/27/2008,1,10,12.3,,1,53,1,35,18,46.041136,-89.686269
TB,2009,22,1/22/2009,1,10,26.2,,-2,32,1,18,14,46.041136,-89.686269
TB,2009,48,2/17/2009,1,10,6.2,,4,48,1,23,25,46.041136,-89.686269
TB,2009,84,3/25/2009,1,1,0,,3,42,1,24,18,46.041136,-89.686269
TB,2010,14,1/14/2010,1,10,12,,1,24,1,18,6,46.041136,-89.686269
TB,2010,53,2/22/2010,1,10,18.8,,0,33,1,17,16,46.041136,-89.686269
TB,2011,24,1/24/2011,1,10,18.3,,2,34,1,18,16,46.041136,-89.686269
TB,2011,46,2/15/2011,1,10,19.9,,0,36,1,18,18,46.041136,-89.686269
TB,2011,75,3/16/2011,1,10,11.3,,2,48,1,23,25,46.041136,-89.686269
TB,2012,10,1/10/2012,1,10,4.4,,0,25,1,16,9,46.041136,-89.686269
TB,2012,51,2/20/2012,1,10,9.8,,1.5,35,1,25,10,46.041136,-89.686269
TB,2013,28,1/28/2013,1,,28,,-3,25,,2,23,46.041136,-89.686269
TB,2013,49,2/18/2013,1,,10.4,,1,41,,20,21,46.041136,-89.686269
TB,2013,86,3/27/2013,1,,7.6,,2,60,,36,24,46.041136,-89.686269
TB,2014,24,1/24/2014,1,,32.1,,-15,30,,10,20,46.041136,-89.686269
TB,2014,51,2/20/2014,1,,32,,-1,46,,32,14,46.041136,-89.686269
TB,2014,87,3/28/2014,1,,21.1,,1,60,,42,18,46.041136,-89.686269
TB,2015,20,1/20/2015,1,,19.1,,0,30,,25,5,46.041136,-89.686269
TB,2015,65,3/6/2015,1,,31.1,,-3,32,,27,5,46.041136,-89.686269
TB,2015,83,3/24/2015,1,,0,,1,25,,20,5,46.041136,-89.686269
TB,2016,25,1/25/2016,1,,8.6,,0,24,,19,5,46.041136,-89.686269
TB,2016,55,2/24/2016,1,,6.5,,1,33,,25,8,46.041136,-89.686269
TB,2017,20,1/20/2017,1,,16.3,,-5,26,,13,13,46.041136,-89.686269
TB,2017,48,2/17/2017,1,,13.4,,0,34,,19,15,46.041136,-89.686269
TB,2017,88,3/29/2017,1,,0,,2,36,,22,14,46.041136,-89.686269
TB,2018,19,1/19/2018,1,,18.4,,0,35,,13,22,46.041136,-89.686269
TB,2018,54,2/23/2018,1,,29.3,,0,45,,24,21,46.041136,-89.686269
TB,2018,87,3/28/2018,1,,2.9,,5,54,,39,15,46.041136,-89.686269
TB,2019,14,1/14/2019,1,,8.9,,0,26,,16,10,46.041136,-89.686269
TB,2019,53,2/22/2019,1,,22.7,,0,54,,39,15,46.041136,-89.686269
TB,2019,84,3/25/2019,1,,0,,10,68,,53,15,46.041136,-89.686269
TB,2020,22,1/22/2020,1,,30,,-3,35,,35,0,46.041136,-89.686269
TB,2020,48,2/17/2020,1,,10.8,,1,47,,47,0,46.041136,-89.686269
TB,2021,20,1/20/2021,1,,13,,0,24,,12,12,46.041136,-89.686269
TB,2021,56,2/25/2021,1,,17.4,,0,36,,24,12,46.041136,-89.686269
TB,2022,38,2/7/2022,1,,25.1,,,35,,26,9,46.041136,-89.686269
TB,2022,47,2/16/2022,1,,28.6,,1,34,,24,10,46.041136,-89.686269
TB,2022,74,3/15/2022,1,,9,,,53,,38,15,46.041136,-89.686269
TB,2023,19,1/19/2023,1,,20,,-20,26,,16,10,46.041136,-89.686269
TB,2023,46,2/15/2023,1,,7.9,,0,14,,6,8,46.041136,-89.686269
TB,2023,75,3/16/2023,1,,30,,-12,47,,39,8,46.041136,-89.686269
TR,1982,19,1/19/1982,2,10,3.5,2.6,-1,48,1,5,43,46.031372,-89.672747
TR,1982,61,3/2/1982,2,10,9.5,3.6,4,60,1,17,43,46.031372,-89.672747
TR,1982,96,4/6/1982,2,10,2.2,1.9,5.5,62.5,1,11,51.5,46.031372,-89.672747
TR,1983,10,1/10/1983,2,10,15.8,3.7,,21.2,1,0,21.2,46.031372,-89.672747
TR,1983,47,2/16/1983,2,10,7.7,6.7,0.5,42.7,1,18.5,24.2,46.031372,-89.672747
TR,1983,88,3/29/1983,2,10,9.2,3.6,0,39,1,8,31,46.031372,-89.672747
TR,1984,9,1/9/1984,2,10,1.4,1.3,,35.6,1,13,22.6,46.031372,-89.672747
TR,1984,52,2/21/1984,2,10,4.3,2.3,4,54,1,13,41,46.031372,-89.672747
TR,1984,102,4/11/1984,2,1,0,0,3,50,1,4,46,46.031372,-89.672747
TR,1985,8,1/8/1985,2,10,4,0.8,1,25,1,5,20,46.031372,-89.672747
TR,1985,56,2/25/1985,2,10,7.9,3.2,-0.5,46,1,3,43,46.031372,-89.672747
TR,1985,84,3/25/1985,2,10,3.7,1.4,4,58,1,15,43,46.031372,-89.672747
TR,1985,102,4/12/1985,2,1,0,,,,,,,46.031372,-89.672747
TR,1986,9,1/9/1986,2,10,7.5,4.6,1,40,1,3,37,46.031372,-89.672747
TR,1986,63,3/4/1986,2,10,23.2,3,-7,47,1,7,40,46.031372,-89.672747
TR,1986,93,4/3/1986,2,1,0,,0,33,1,0,33,46.031372,-89.672747
TR,1987,13,1/13/1987,2,10,1.8,1.5,3,35,1,0,35,46.031372,-89.672747
TR,1987,57,2/26/1987,2,10,11.3,1.7,0,48,1,0,48,46.031372,-89.672747
TR,1987,85,3/26/1987,2,1,0,,1,35,,35,0,46.031372,-89.672747
TR,1988,18,1/18/1988,2,10,6.5,4.2,1,36,4,1,35,46.031372,-89.672747
TR,1988,63,3/3/1988,2,10,4.1,3,4,65,1,60,5,46.031372,-89.672747
TR,1988,98,4/7/1988,2,1,0,,4.5,46,3,46,0,46.031372,-89.672747
TR,1989,16,1/16/1989,2,10,20.2,,-2.5,27,1,0,27,46.031372,-89.672747
TR,1989,52,2/21/1989,2,10,3.7,,3,55,1,2,53,46.031372,-89.672747
TR,1989,87,3/28/1989,2,10,,,10,61,1,8,53,46.031372,-89.672747
TR,1990,16,1/16/1990,2,10,1,,6,41,1,10,31,46.031372,-89.672747
TR,1990,52,2/21/1990,2,10,16.9,,3,48,1,15,33,46.031372,-89.672747
TR,1990,89,3/30/1990,2,1,0,,3,41,1,7,34,46.031372,-89.672747
TR,1991,15,1/15/1991,2,10,8.1,,0,31,1,0,31,46.031372,-89.672747
TR,1991,51,2/20/1991,2,10,9.6,,0,48,1,0,48,46.031372,-89.672747
TR,1991,91,4/1/1991,2,10,1.3,,2,48,1,3,45,46.031372,-89.672747
TR,1992,14,1/14/1992,2,10,9,,2,36,1,8,28,46.031372,-89.672747
TR,1992,64,3/4/1992,2,10,15.2,,-4,42,1,6,36,46.031372,-89.672747
TR,1992,85,3/25/1992,2,10,3.1,,0,49,1,12,37,46.031372,-89.672747
TR,1993,12,1/12/1993,2,10,14.6,,-4,28.5,1,2,26.5,46.031372,-89.672747
TR,1993,60,3/1/1993,2,10,3,,4,62.5,1,10.5,52,46.031372,-89.672747
TR,1993,81,3/22/1993,2,10,7.2,,5,63,1,13,50,46.031372,-89.672747
TR,1994,27,1/27/1994,2,10,16.5,,-1,35,1,0,35,46.031372,-89.672747
TR,1994,54,2/23/1994,2,10,1,,1,44,1,0,44,46.031372,-89.672747
TR,1994,94,4/4/1994,2,10,7.7,,3,44,1,4,40,46.031372,-89.672747
TR,1995,10,1/10/1995,2,10,1.5,,3,34.5,1,0,34.5,46.031372,-89.672747
TR,1995,47,2/16/1995,2,10,8,,0,46,1,0,46,46.031372,-89.672747
TR,1995,80,3/21/1995,2,10,5,,0,38.5,1,38.5,0,46.031372,-89.672747
TR,1996,26,1/26/1996,2,10,7.2,,,39,1,15,24,46.031372,-89.672747
TR,1996,53,2/22/1996,2,10,13.4,,0,57,1,20,37,46.031372,-89.672747
TR,1996,93,4/2/1996,2,10,22.5,,0,66,1,26,40,46.031372,-89.672747
TR,1997,24,1/24/1997,2,10,27.6,,-9.5,31.5,1,13,18.5,46.031372,-89.672747
TR,1997,52,2/21/1997,2,10,6,,2,54,1,39,15,46.031372,-89.672747
TR,1997,99,4/9/1997,2,10,0.1,,5,41,1,11,30,46.031372,-89.672747
TR,1998,16,1/16/1998,2,10,16.6,,-3,23,1,0,23,46.031372,-89.672747
TR,1998,51,2/20/1998,2,1,0,,1,29,1,6,23,46.031372,-89.672747
TR,1998,79,3/20/1998,2,10,6.5,,0,30,1,8,22,46.031372,-89.672747
TR,1999,20,1/20/1999,2,10,16.9,,-1,34,1,0,34,46.031372,-89.672747
TR,1999,57,2/26/1999,2,10,8.9,,2,47,1,17,30,46.031372,-89.672747
TR,1999,85,3/26/1999,2,10,0.3,,4,53,1,17,36,46.031372,-89.672747
TR,2000,19,1/19/2000,2,10,15.9,,-1,35,1,0,35,46.031372,-89.672747
TR,2000,55,2/24/2000,2,10,17.8,,-6,40,1,0,40,46.031372,-89.672747
TR,2001,25,1/25/2001,2,10,8,,0,32,1,16,16,46.031372,-89.672747
TR,2001,58,2/27/2001,2,10,14.2,,0,45,1,25,20,46.031372,-89.672747
TR,2001,96,4/6/2001,2,10,1,,4,47,1,24,23,46.031372,-89.672747
TR,2002,21,1/21/2002,2,10,3.9,,1,24,1,0,24,46.031372,-89.672747
TR,2002,56,2/25/2002,2,10,13.8,,-9,32,1,1,31,46.031372,-89.672747
TR,2002,93,4/3/2002,2,10,12.3,,2,61,1,23,38,46.031372,-89.672747
TR,2003,16,1/16/2003,2,10,1.9,,3,45,1,0,45,46.031372,-89.672747
TR,2003,70,3/11/2003,2,10,19.6,,0,62,1,0,62,46.031372,-89.672747
TR,2003,93,4/3/2003,2,10,5.7,,3,58,1,1,57,46.031372,-89.672747
TR,2004,27,1/27/2004,2,10,16.8,,-1,45,1,8,37,46.031372,-89.672747
TR,2004,47,2/16/2004,2,10,22.4,,-3,46,1,8,38,46.031372,-89.672747
TR,2004,90,3/30/2004,2,1,0,,4,52,1,12,40,46.031372,-89.672747
TR,2005,21,1/21/2005,2,10,12.4,,2,44,1,6,38,46.031372,-89.672747
TR,2005,62,3/3/2005,2,10,13.9,,2,56,1,8,48,46.031372,-89.672747
TR,2005,95,4/5/2005,2,1,0,,3,43,1,3,40,46.031372,-89.672747
TR,2006,20,1/20/2006,2,10,10.8,,0,24,1,10,14,46.031372,-89.672747
TR,2006,45,2/14/2006,2,10,8.2,,1,36,1,16,20,46.031372,-89.672747
TR,2006,95,4/5/2006,2,1,0,,1,32,1,8,24,46.031372,-89.672747
TR,2007,18,1/18/2007,2,10,2.8,,2,28,1,4,24,46.031372,-89.672747
TR,2007,57,2/26/2007,2,10,9.5,,3,60,1,6,54,46.031372,-89.672747
TR,2007,88,3/29/2007,2,1,0,,3,41,1,0,41,46.031372,-89.672747
TR,2008,32,2/1/2008,2,10,7,,3,46,1,9,37,46.031372,-89.672747
TR,2008,58,2/27/2008,2,10,13.4,,1,53,1,6,47,46.031372,-89.672747
TR,2008,88,3/28/2008,2,10,8.2,,0,61,1,8,53,46.031372,-89.672747
TR,2009,19,1/19/2009,2,10,19.5,,0,39,1,4,35,46.031372,-89.672747
TR,2009,47,2/16/2009,2,10,1.7,,2,49,1,7,42,46.031372,-89.672747
TR,2009,82,3/23/2009,2,1,0,,4,51,1,0,51,46.031372,-89.672747
TR,2010,13,1/13/2010,2,10,3.4,,4,36,1,9,27,46.031372,-89.672747
TR,2010,41,2/10/2010,2,10,6.7,,3,43,1,10,33,46.031372,-89.672747
TR,2011,13,1/13/2011,2,10,9.3,,0,34,1,0,34,46.031372,-89.672747
TR,2011,47,2/16/2011,2,10,12.3,,0,44,1,3,41,46.031372,-89.672747
TR,2011,76,3/17/2011,2,1,0,,2,52,1,6,46,46.031372,-89.672747
TR,2012,16,1/16/2012,2,10,0.6,,0,22,1,1,21,46.031372,-89.672747
TR,2012,53,2/22/2012,2,10,10.9,,0,37,1,1,36,46.031372,-89.672747
TR,2013,15,1/15/2013,2,,0,,2,29,,3,26,46.031372,-89.672747
TR,2013,52,2/21/2013,2,,23.2,,-1,47,,0,47,46.031372,-89.672747
TR,2013,87,3/28/2013,2,,8.3,,1,61,,15,46,46.031372,-89.672747
TR,2014,16,1/16/2014,2,,17.2,,0,40,,0,40,46.031372,-89.672747
TR,2014,50,2/19/2014,2,,37.3,,-6,45,,5,40,46.031372,-89.672747
TR,2014,85,3/26/2014,2,,9.5,,10,77,,19,58,46.031372,-89.672747
TR,2015,15,1/15/2015,2,,19.1,,-2,31,,10,21,46.031372,-89.672747
TR,2015,61,3/2/2015,2,,3.2,,4,65,,21,44,46.031372,-89.672747
TR,2015,86,3/27/2015,2,,4.7,,4,49,,4,45,46.031372,-89.672747
TR,2016,32,2/1/2016,2,,10.9,,-2,23,,0,23,46.031372,-89.672747
TR,2016,61,3/1/2016,2,,0.2,,1,43,,8,35,46.031372,-89.672747
TR,2017,19,1/19/2017,2,,11.3,,-2,29,,0,29,46.031372,-89.672747
TR,2017,44,2/13/2017,2,,8.6,,1,43,,5,38,46.031372,-89.672747
TR,2017,81,3/22/2017,2,,0,,3,44,,3,41,46.031372,-89.672747
TR,2018,24,1/24/2018,2,,15.1,,2,47,,5,42,46.031372,-89.672747
TR,2018,52,2/21/2018,2,,12.4,,1,55,,7,48,46.031372,-89.672747
TR,2018,88,3/29/2018,2,,15.7,,-3,63,,3,60,46.031372,-89.672747
TR,2019,17,1/17/2019,2,,7.3,,3,41,,4,37,46.031372,-89.672747
TR,2019,52,2/21/2019,2,,42.4,,-7,54,,0,54,46.031372,-89.672747
TR,2019,87,3/28/2019,2,,0,,6,70,,14,56,46.031372,-89.672747
TR,2020,23,1/23/2020,2,,19.1,,-2,26,,6,20,46.031372,-89.672747
TR,2020,55,2/24/2020,2,,4.8,,1,46,,14,32,46.031372,-89.672747
TR,2021,26,1/26/2021,2,,16.2,,-2,25,,0,25,46.031372,-89.672747
TR,2021,55,2/24/2021,2,,12.5,,1,45,,15,30,46.031372,-89.672747
TR,2022,39,2/8/2022,2,,16.3,,,38,,3,35,46.031372,-89.672747
TR,2022,60,3/1/2022,2,,22,,-5,43,,0,43,46.031372,-89.672747
TR,2022,76,3/17/2022,2,,2,,,60,,15,45,46.031372,-89.672747
TR,2023,20,1/20/2023,2,,1,,0,32,,13,19,46.031372,-89.672747
TR,2023,51,2/20/2023,2,,0,,4,49,,14,35,46.031372,-89.672747
TR,2023,80,3/21/2023,2,,10,,3,57,,27,30,46.031372,-89.672747
WI,1996,44,2/13/1996,1,,,,,,,,,43.053402,-89.419695
WI,1997,15,1/15/1997,1,5,8,,,32,1,,,43.053402,-89.419695
WI,1999,26,1/26/1999,1,5,2,,,38,1,,,43.053402,-89.419695
WI,1999,55,2/24/1999,1,1,0,,,16,1,,,43.053402,-89.419695
WI,2000,26,1/26/2000,1,5,5,,,27,1,,,43.053402,-89.419695
WI,2000,55,2/24/2000,1,1,0,,,28,1,,,43.053402,-89.419695
WI,2001,8,1/8/2001,1,5,6.1,,,29,1,10,19,43.053402,-89.419695
WI,2003,28,1/28/2003,1,5,2.5,,0,25,1,25,0,43.053402,-89.419695
WI,2004,40,2/9/2004,1,5,11,,-1,30.5,1,12.5,18,43.053402,-89.419695
WI,2005,40,2/9/2005,1,5,3,,0.5,38,1,8,30,43.053402,-89.419695
WI,2006,53,2/22/2006,1,5,10,,-1,13,1,13,0,43.053402,-89.419695
WI,2007,67,3/8/2007,1,5,2,,1,38,1,18,20,43.053402,-89.419695
WI,2008,49,2/18/2008,1,5,32.6,,-2,34,1,10,24,43.053402,-89.419695
WI,2009,47,2/16/2009,1,5,2,,0,35,1,5,30,43.053402,-89.419695
WI,2010,36,2/5/2010,1,5,4,,4,45,1,5,40,43.053402,-89.419695
WI,2011,27,1/27/2011,1,5,15,,0,41,1,8,33,43.053402,-89.419695
WI,2012,47,2/16/2012,1,1,0,,0,22,1,12,10,43.053402,-89.419695
WI,2013,56,2/25/2013,1,,1,,1,37,,8,29,43.053402,-89.419695
WI,2015,28,1/28/2015,1,,1.6,,2.5,29,,,29,43.053402,-89.419695
WI,2016,36,2/5/2016,1,,1,,1,29,,1,28,43.053402,-89.419695
WI,2017,47,2/16/2017,1,,0,,1,28,,3,25,43.053402,-89.419695
WI,2018,57,2/26/2018,1,,0,,2,37,,4,33,43.053402,-89.419695
WI,2019,60,3/1/2019,1,,5,,2.5,33.7,,9.4,24.3,43.053402,-89.419695
WI,2020,52,2/21/2020,1,,17,,1.5,23,,10,13,43.053402,-89.419695
WI,2021,55,2/24/2021,1,,4,,3,43,,19,24,43.053402,-89.419695
WI,2022,40,2/9/2022,1,,4.5,,2.5,42,,4,38,43.053402,-89.419695
WI,2023,37,2/6/2023,1,,8.7,,0,21.5,,2.5,19,43.053402,-89.419695
